汕头,#genre#
CCTV14 50 FPS,http://192.168.31.33:5000/itv/bestzb/5000000004000006673
CCTV14 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265013
CCTV15 50 FPS,http://192.168.31.33:5000/itv/bestzb/5000000011000031109
CCTV15 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265014
CCTV16,http://192.168.31.33:5000/itv/ystenlive/1000000006000233002
CCTV16 4K HEVC,http://192.168.31.33:5000/itv/bestzb/5000000008000023254
CCTV17,http://192.168.31.33:5000/itv/ystenlive/1000000006000268004
CCTV17 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265015
CGTN,http://192.168.31.33:5000/itv/hnbblive/7745129417417101820
CGTN 记录,http://192.168.31.33:5000/itv/hnbblive/7114647837765104058
中国教育电视台 1,http://192.168.31.33:5000/itv/bestzb/5000000002000002652
中国教育电视台 4,http://192.168.31.33:5000/itv/bestzb/5000000011000031126
北京卫视,http://192.168.31.33:5000/itv/wasusyt/6000000001000020451
北京卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265027
北京纪实科教,http://192.168.31.33:5000/itv/ystenlive/1000000001000001910
北京纪实科教 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265020
北京卡酷少儿,http://192.168.31.33:5000/itv/bestzb/7851974109718180595
安徽卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000030159
安徽卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000009954
安徽卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265025
东南卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000010584
东南卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265033
甘肃卫视,http://192.168.31.33:5000/itv/bestzb/5000000011000031121
广东卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000014176
广东卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000031076
广东卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265034
广西卫视,http://192.168.31.33:5000/itv/bestzb/5000000011000031118
贵州卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000025843
海南卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000006211
河北卫视,http://192.168.31.33:5000/itv/bestzb/5000000006000040016
河南卫视,http://192.168.31.33:5000/itv/bestzb/5000000011000031119
黑龙江卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000001925
黑龙江卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000016510
黑龙江卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265029
湖北卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000024621
湖北卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000015436
湖北卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265023
湖南卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000006692
湖南卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000018044
湖南卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265024
湖南金鹰纪实,http://192.168.31.33:5000/itv/bestzb/5000000011000031203
湖南快乐垂钓,http://192.168.31.33:5000/itv/bestzb/5000000011000031206
湖南茶频道,http://192.168.31.33:5000/itv/bestzb/5000000011000031209
吉林卫视,http://192.168.31.33:5000/itv/bestzb/5000000011000031117
江苏卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000014861
江苏卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000001828
江苏卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265030
江西卫视,http://192.168.31.33:5000/itv/ystenlive/1000000006000268001
江西卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265032
辽宁卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000011671
辽宁卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265022
青海卫视,http://192.168.31.33:5000/itv/ystenlive/1000000002000013359
山东卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000016568
山东卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000004134
山东卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265019
上海东方卫视,http://192.168.31.33:5000/itv/wasusyt/6000000001000003639
上海东方卫视 50 FPS,http://192.168.31.33:5000/itv/bestzb/5000000004000014098
上海东方卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265018
上海 ICS 外语,http://192.168.31.33:5000/itv/bestzb/5000000010000030951
上海第一财经,http://192.168.31.33:5000/itv/bestzb/5000000010000027146
上海东方财经,http://192.168.31.33:5000/itv/bestzb/5000000007000010003
上海东方影视,http://192.168.31.33:5000/itv/bestzb/5000000010000032212
上海都市,http://192.168.31.33:5000/itv/bestzb/5000000010000018926
上海法治天地,http://192.168.31.33:5000/itv/hnbblive/2000000002000000014
上海哈哈炫动,http://192.168.31.33:5000/itv/bestzb/5000000011000031123
上海纪实人文 50 FPS,http://192.168.31.33:5000/itv/bestzb/5000000004000010282
上海纪实人文 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265021
上海五星体育,http://192.168.31.33:5000/itv/bestzb/5000000010000017540
上海新闻综合,http://192.168.31.33:5000/itv/bestzb/5000000011000031110
深圳卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000007410
深圳卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000002116
深圳卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265028
四川卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000006119
天津卫视,http://192.168.31.33:5000/itv/bestzb/5000000004000006827
天津卫视 50 FPS,http://192.168.31.33:5000/itv/wasusyt/6000000001000009186
天津卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265026
云南卫视,http://192.168.31.33:5000/itv/bestzb/5000000011000031120
浙江卫视 50 FPS,http://192.168.31.33:5000/itv/bestzb/5000000004000007275
浙江卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000014260
浙江卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265031
重庆卫视,http://192.168.31.33:5000/itv/ystenlive/1000000001000001096
重庆卫视 HEVC,http://192.168.31.33:5000/itv/ystenlive/1000000005000265017
华数 4K,http://192.168.31.33:5000/itv/wasusyt/6000000003000004748
纯享 4K,http://192.168.31.33:5000/itv/ystenlive/1000000004000011651
咪咕4K 1,http://192.168.31.33:5000/itv/FifastbLive/3000000010000005180
咪咕4K 2,http://192.168.31.33:5000/itv/FifastbLive/3000000010000015686
咪咕全民热练,http://192.168.31.33:5000/itv/FifastbLive/3000000020000031315
求索动物,http://192.168.31.33:5000/itv/wasusyt/6000000002000010046
求索纪录,http://192.168.31.33:5000/itv/wasusyt/6000000002000032052
求索科学,http://192.168.31.33:5000/itv/wasusyt/6000000002000032344
求索生活,http://192.168.31.33:5000/itv/wasusyt/6000000002000003382
NewTV 精品综合,http://192.168.31.33:5000/itv/ystenlive/1000000004000019008
NewTV 精品大剧,http://192.168.31.33:5000/itv/ystenlive/1000000004000013968
NewTV 精品纪录,http://192.168.31.33:5000/itv/ystenlive/1000000004000013730
NewTV 精品体育,http://192.168.31.33:5000/itv/ystenlive/1000000004000014634
NewTV 精品萌宠,http://192.168.31.33:5000/itv/ystenlive/1000000006000032328
NewTV 爱情喜剧,http://192.168.31.33:5000/itv/hnbblive/2000000003000000010
NewTV 超级电视剧,http://192.168.31.33:5000/itv/ystenlive/1000000006000268003
NewTV 超级电影,http://192.168.31.33:5000/itv/ystenlive/1000000003000012426
NewTV 超级体育,http://192.168.31.33:5000/itv/ystenlive/1000000001000009601
NewTV 超级综艺,http://192.168.31.33:5000/itv/ystenlive/1000000006000268002
NewTV 潮妈辣婆,http://192.168.31.33:5000/itv/hnbblive/2000000003000000018
NewTV 东北热剧,http://192.168.31.33:5000/itv/ystenlive/1000000005000266013
NewTV 动作电影,http://192.168.31.33:5000/itv/ystenlive/1000000004000018653
NewTV 古装剧场,http://192.168.31.33:5000/itv/hnbblive/2000000003000000024
NewTV 欢乐剧场,http://192.168.31.33:5000/itv/ystenlive/1000000005000266012
NewTV 家庭剧场,http://192.168.31.33:5000/itv/ystenlive/1000000004000008284
NewTV 金牌综艺,http://192.168.31.33:5000/itv/ystenlive/1000000004000026167
NewTV 惊悚悬疑,http://192.168.31.33:5000/itv/ystenlive/1000000004000024282
NewTV 军旅剧场,http://192.168.31.33:5000/itv/hnbblive/2000000003000000014
NewTV 军事评论,http://192.168.31.33:5000/itv/hnbblive/2000000003000000022
NewTV 魅力潇湘,http://192.168.31.33:5000/itv/ystenlive/1000000001000006197
NewTV 明星大片,http://192.168.31.33:5000/itv/hnbblive/2000000003000000016
NewTV 农业致富,http://192.168.31.33:5000/itv/hnbblive/2000000003000000003
NewTV 武博世界,http://192.168.31.33:5000/itv/hnbblive/2000000003000000007
NewTV 炫舞未来,http://192.168.31.33:5000/itv/ystenlive/1000000001000000515
NewTV 怡伴健康,http://192.168.31.33:5000/itv/ystenlive/1000000005000266011
NewTV 中国功夫,http://192.168.31.33:5000/itv/hnbblive/2000000003000000009
NewTV 黑莓电影,http://192.168.31.33:5000/itv/ystenlive/1000000004000019624
NewTV 黑莓动画,http://192.168.31.33:5000/itv/ystenlive/1000000004000021734
NewTV 哒啵电竞,http://192.168.31.33:5000/itv/ystenlive/1000000006000032327
NewTV 哒啵赛事,http://192.168.31.33:5000/itv/ystenlive/1000000001000003775
SiTV 动漫秀场,http://192.168.31.33:5000/itv/bestzb/5000000011000031113
SiTV 都市剧场,http://192.168.31.33:5000/itv/bestzb/5000000011000031111
SiTV 法治天地,http://192.168.31.33:5000/itv/bestzb/9001547084732463424
SiTV 欢笑剧场,http://192.168.31.33:5000/itv/bestzb/5000000002000009455
SiTV 欢笑剧场-4K,http://192.168.31.33:5000/itv/bestzb/5000000007000010001
SiTV 金色学堂,http://192.168.31.33:5000/itv/bestzb/5000000010000026105
SiTV 劲爆体育,http://192.168.31.33:5000/itv/bestzb/5000000002000029972
SiTV 乐游,http://192.168.31.33:5000/itv/bestzb/5000000011000031112
SiTV 魅力足球,http://192.168.31.33:5000/itv/bestzb/5000000011000031207
SiTV 七彩戏剧,http://192.168.31.33:5000/itv/bestzb/5000000011000031116
SiTV 生活时尚,http://192.168.31.33:5000/itv/bestzb/5000000002000019634
SiTV 游戏风云,http://192.168.31.33:5000/itv/bestzb/5000000011000031114
iHOT 爱电竞,http://192.168.31.33:5000/itv/wasusyt/6000000006000230630
iHOT 爱谍战,http://192.168.31.33:5000/itv/wasusyt/6000000006000070630
iHOT 爱动漫,http://192.168.31.33:5000/itv/wasusyt/6000000006000280630
iHOT 爱都市,http://192.168.31.33:5000/itv/wasusyt/6000000006000080630
iHOT 爱怀旧,http://192.168.31.33:5000/itv/wasusyt/6000000006000260630
iHOT 爱经典,http://192.168.31.33:5000/itv/wasusyt/6000000006000060630
iHOT 爱科幻,http://192.168.31.33:5000/itv/wasusyt/6000000006000020630
iHOT 爱科学,http://192.168.31.33:5000/itv/wasusyt/6000000006000160630
iHOT 爱浪漫,http://192.168.31.33:5000/itv/wasusyt/6000000006000040630
iHOT 爱历史,http://192.168.31.33:5000/itv/wasusyt/6000000006000150630
iHOT 爱旅行,http://192.168.31.33:5000/itv/wasusyt/6000000006000250630
iHOT 爱奇谈,http://192.168.31.33:5000/itv/wasusyt/6000000006000270630
iHOT 爱青春,http://192.168.31.33:5000/itv/wasusyt/6000000006000100630
iHOT 爱赛车,http://192.168.31.33:5000/itv/wasusyt/6000000006000240630
iHOT 爱体育,http://192.168.31.33:5000/itv/wasusyt/6000000006000290630
iHOT 爱玩具,http://192.168.31.33:5000/itv/wasusyt/6000000006000220630
iHOT 爱喜剧,http://192.168.31.33:5000/itv/wasusyt/6000000006000010630
iHOT 爱悬疑,http://192.168.31.33:5000/itv/wasusyt/6000000006000050630
iHOT 爱幼教,http://192.168.31.33:5000/itv/wasusyt/6000000006000180630
iHOT 爱院线,http://192.168.31.33:5000/itv/wasusyt/6000000006000030630


江苏移动魔百盒,#genre#
CCTV1,http://192.168.31.33:5000/tptv/G_CCTV-1-AVS-4K264?type=proxy
CCTV2,http://192.168.31.33:5000/tptv/G_CCTV-2-HD-265-8M?type=proxy
CCTV3,http://192.168.31.33:5000/tptv/G_CCTV-3-AVS-4K264?type=proxy
CCTV4,http://192.168.31.33:5000/tptv/G_CCTV-4-HD-265-8M?type=proxy
CCTV5,http://192.168.31.33:5000/tptv/G_CCTV-5-AVS-4K264?type=proxy
CCTV5+,http://192.168.31.33:5000/tptv/G_CCTV-5PLUS-HD-265-8M?type=proxy
CCTV6,http://192.168.31.33:5000/tptv/G_CCTV-6-AVS-4K264?type=proxy
CCTV7,http://192.168.31.33:5000/tptv/G_CCTV-7-HD-265-8M?type=proxy
CCTV8,http://192.168.31.33:5000/tptv/G_CCTV-8-AVS-4K264?type=proxy
CCTV9,http://192.168.31.33:5000/tptv/G_CCTV-9-HD-265-8M?type=proxy
CCTV10,http://192.168.31.33:5000/tptv/G_CCTV-10-HD-265-8M?type=proxy
CCTV11,http://192.168.31.33:5000/tptv/H265-5500k-1080P-cctv11?type=proxy
CCTV12,http://192.168.31.33:5000/tptv/G_CCTV-12-HD-265-8M?type=proxy
CCTV13,http://192.168.31.33:5000/tptv/G_CCTV-13-HD-265-8M?type=proxy
CCTV14,http://192.168.31.33:5000/tptv/G_CCTV-14-CQ?type=proxy
CCTV15,http://192.168.31.33:5000/tptv/H265-5500k-1080P-cctv15?type=proxy
CCTV16,http://192.168.31.33:5000/tptv/G_CCTV-16-CQ?type=proxy
CCTV16 4K,http://192.168.31.33:5000/tptv/G_CCTV-16-4K?type=proxy
CCTV17,http://192.168.31.33:5000/tptv/G_CCTV-17-CQ?type=proxy
CCTV4K,http://192.168.31.33:5000/tptv/G_CCTV-4K-HD?type=proxy
CCTV世界地理,http://192.168.31.33:5000/tptv/G_SHIJIEDL-CQ?type=proxy
CCTV风云剧场,http://192.168.31.33:5000/tptv/G_FENGYUNJC-CQ?type=proxy
CCTV风云足球,http://192.168.31.33:5000/tptv/G_FENGSHANGZQ-CQ?type=proxy
CCTV风云音乐,http://192.168.31.33:5000/tptv/G_FENGYUNYY-CQ?type=proxy
CCTV兵器科技,http://192.168.31.33:5000/tptv/G_BINGQIKJ-CQ?type=proxy
CCTV央视台球,http://192.168.31.33:5000/tptv/G_TAIQIU-CQ?type=proxy
CCTV高尔夫网球,http://192.168.31.33:5000/tptv/G_CCTV-GOLF-CQ?type=proxy
CCTV女性时尚,http://192.168.31.33:5000/tptv/G_NVXINGSS-CQ?type=proxy
CCTV电视指南,http://192.168.31.33:5000/tptv/G_DIANSHIZN-CQ?type=proxy
CCTV第一剧场,http://192.168.31.33:5000/tptv/G_DIYIJC-CQ?type=proxy
CCTV怀旧剧场,http://192.168.31.33:5000/tptv/G_HUAIJIUJC-CQ?type=proxy
CCTV央视文化精品,http://192.168.31.33:5000/tptv/G_CCTV-WENHUA-CQ?type=proxy
CETV 早期教育,http://192.168.31.33:5000/tptv/G_CETV-ZQJY-CQ?type=proxy
江苏卫视,http://192.168.31.33:5000/tptv/G_JIANGSU-HD-265-8M?type=proxy
东方卫视,http://192.168.31.33:5000/tptv/G_DONGFANG-HD-265-8M?type=proxy
北京卫视,http://192.168.31.33:5000/tptv/G_BEIJING-HD-265-8M?type=proxy
广东卫视,http://192.168.31.33:5000/tptv/G_GUANGDONG-HD-265-8M?type=proxy
山东卫视,http://192.168.31.33:5000/tptv/G_SHANDONG-HD-265-8M?type=proxy
深圳卫视,http://192.168.31.33:5000/tptv/G_SHENZHEN-HD-265-8M?type=proxy
湖北卫视,http://192.168.31.33:5000/tptv/G_HUBEI-HD-265-8M?type=proxy
湖南卫视,http://192.168.31.33:5000/tptv/G_HUNAN-HD-265-8M?type=proxy
浙江卫视,http://192.168.31.33:5000/tptv/G_ZHEJIANG-HD-265-8M?type=proxy
黑龙江卫视,http://192.168.31.33:5000/tptv/G_HEILONGJIANG-HD-265-8M?type=proxy
天津卫视,http://192.168.31.33:5000/tptv/G_TIANJIN-HD-265-8M?type=proxy
安徽卫视,http://192.168.31.33:5000/tptv/G_ANHUI-HD-265-8M?type=proxy
辽宁卫视,http://192.168.31.33:5000/tptv/G_LIAONING-HD-265-8M?type=proxy
东南卫视,http://192.168.31.33:5000/tptv/H265-5500k-1080P-dongnanstv?type=proxy
吉林卫视,http://192.168.31.33:5000/tptv/G_JILIN-CQ?type=proxy
四川卫视,http://192.168.31.33:5000/tptv/G_SICHUAN-CQ?type=proxy
江西卫视,http://192.168.31.33:5000/tptv/G_JIANGXI-CQ?type=proxy
河北卫视,http://192.168.31.33:5000/tptv/G_HEBEI-CQ?type=proxy
河南卫视,http://192.168.31.33:5000/tptv/G_HENAN-CQ?type=proxy
贵州卫视,http://192.168.31.33:5000/tptv/G_GUIZHOU-CQ?type=proxy
重庆卫视,http://192.168.31.33:5000/tptv/G_CHONGQING-CQ?type=proxy
云南卫视,http://192.168.31.33:5000/tptv/G_YUNNAN-HQ?type=proxy
三沙卫视,http://192.168.31.33:5000/tptv/G_SANSHA-HQ?type=proxy
海南卫视,http://192.168.31.33:5000/tptv/HD-8000k-1080P-lvyoustv?type=proxy
上海纪实人文,http://192.168.31.33:5000/tptv/H265-5500k-1080P-shanghaijishi?type=proxy
北京纪实科教,http://192.168.31.33:5000/tptv/HD-8000k-1080P-beijingjishi?type=proxy
凤凰卫视中文,http://192.168.31.33:5000/tptv/HD-10000k-1080P-fhchinese5s?type=proxy
凤凰卫视资讯,http://192.168.31.33:5000/tptv/HD-10000k-1080P-fhzixun5s?type=proxy
凤凰卫视香港,http://192.168.31.33:5000/tptv/HD-10000k-1080P-fhhongkong5s?type=proxy
纯享 4K,http://192.168.31.33:5000/tptv/HD-20M-2160P-chunxiang4k?type=proxy
高清臻享睛彩篮球,http://192.168.31.33:5000/tptv/miguaoyun01-AVS-4K01?type=proxy
睛彩篮球,http://192.168.31.33:5000/tptv/HD-8000k-1080P-miguaoyun1?type=proxy
高清臻享睛彩竞技,http://192.168.31.33:5000/tptv/miguaoyun1-AVS?type=proxy
睛彩竞技,http://192.168.31.33:5000/tptv/HD-8000k-1080P-miguaoyun2?type=proxy
睛彩青少,http://192.168.31.33:5000/tptv/HD-8000k-1080P-quanminrl?type=proxy
黑莓电影,http://192.168.31.33:5000/tptv/HD-8000k-1080P-Supermovie?type=proxy
NewTV 炫舞未来,http://192.168.31.33:5000/tptv/HD-4000k-1080P-xwwl?type=proxy
南京新闻综合频道,http://192.168.31.33:5000/tptv/G_NJXW?type=proxy
南京影视频道,http://192.168.31.33:5000/tptv/G_NJYS?type=proxy
南京少儿频道,http://192.168.31.33:5000/tptv/G_NJSE?type=proxy
南京生活频道,http://192.168.31.33:5000/tptv/G_NJSH?type=proxy
南京信息频道,http://192.168.31.33:5000/tptv/G_NJXX?type=proxy
南京娱乐频道,http://192.168.31.33:5000/tptv/G_NJYL?type=proxy
南京教科频道,http://192.168.31.33:5000/tptv/G_NJJK?type=proxy
南京十八频道,http://192.168.31.33:5000/tptv/G_NJSB?type=proxy
徐州新闻综合,http://192.168.31.33:5000/tptv/xzxwzh?type=proxy
徐州经济生活,http://192.168.31.33:5000/tptv/xzjjsh?type=proxy
徐州文艺影视,http://192.168.31.33:5000/tptv/xzwyys?type=proxy
徐州公共,http://192.168.31.33:5000/tptv/xzgg?type=proxy
徐州新沂3套,http://192.168.31.33:5000/tptv/G_XZXYTV-3?type=proxy
徐州沛县新闻综合,http://192.168.31.33:5000/tptv/xzpxxwzh?type=proxy
徐州沛县综艺,http://192.168.31.33:5000/tptv/xzpxzy?type=proxy
徐州沛县生活,http://192.168.31.33:5000/tptv/xzpxsh?type=proxy
常州新闻,http://192.168.31.33:5000/tptv/jsczxinwen?type=proxy
常州都市,http://192.168.31.33:5000/tptv/jsczdushi?type=proxy
常州生活,http://192.168.31.33:5000/tptv/jsczshenghuo?type=proxy
常州公共,http://192.168.31.33:5000/tptv/jsczgonggong?type=proxy
睢宁综合,http://192.168.31.33:5000/tptv/xzsnzh?type=proxy
睢宁资讯,http://192.168.31.33:5000/tptv/xzsnzx?type=proxy
睢宁生活,http://192.168.31.33:5000/tptv/xzsnshjy?type=proxy
睢宁三农,http://192.168.31.33:5000/tptv/xzsnsn?type=proxy
南通一套,http://192.168.31.33:5000/tptv/jsntyitao?type=proxy
南通二套,http://192.168.31.33:5000/tptv/jsntertao?type=proxy
公共崇川,http://192.168.31.33:5000/tptv/jsntsantao?type=proxy
镇江一套,http://192.168.31.33:5000/tptv/G_ZHENJIANGTV-1?type=proxy
镇江二套,http://192.168.31.33:5000/tptv/G_ZHENJIANGTV-2?type=proxy
镇江三套,http://192.168.31.33:5000/tptv/G_ZHENJIANGTV-3?type=proxy
宿迁综合,http://192.168.31.33:5000/tptv/G_SQZH?type=proxy
宿迁公共,http://192.168.31.33:5000/tptv/G_SQGG?type=proxy
邳州综合,http://192.168.31.33:5000/tptv/pzzonghe?type=proxy
邳州综艺,http://192.168.31.33:5000/tptv/pzzongyi?type=proxy
赣榆新闻综合,http://192.168.31.33:5000/tptv/HD-2500k-1080P-ganyutv?type=proxy
江苏仪化电视,http://192.168.31.33:5000/tptv/HD-4000k-1080P-jsyihua?type=proxy
猎冰,http://192.168.31.33:5000/tptv/cos-liebing?type=proxy
永安梦,http://192.168.31.33:5000/tptv/cos-yonganmeng?type=proxy
漫长的季节,http://192.168.31.33:5000/tptv/manchangdjj?type=proxy
梦中的那片海,http://192.168.31.33:5000/tptv/mengzhongdnph?type=proxy
繁花,http://192.168.31.33:5000/tptv/fanhua?type=proxy
庆余年,http://192.168.31.33:5000/tptv/zhifouzf?type=proxy
百姓生活,http://192.168.31.33:5000/tptv/baixingsh?type=proxy
黑土无言,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-htwy?type=proxy
问心,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-wenxin?type=proxy
父辈的荣耀,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-fbdry?type=proxy
繁城之下,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-fczx?type=proxy
小日子,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-xiaorizi?type=proxy
谢谢你温暖我,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-xxnwnw?type=proxy
当你沉睡时,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-dncss?type=proxy
梨园经典荟萃,http://192.168.31.33:5000/tptv/COSHD-4000k-1080P-lyjdhc?type=proxy
影视剧场,http://192.168.31.33:5000/tptv/GITV-JS-1?type=proxy
第一院线,http://192.168.31.33:5000/tptv/GITV-JS-2?type=proxy
居家健身,http://192.168.31.33:5000/tptv/GITV-JS-4?type=proxy
电视剧,http://192.168.31.33:5000/tptv/GITV-JS-6?type=proxy
二更视频,http://192.168.31.33:5000/tptv/GITV-JS-7?type=proxy
德凯奥特曼,http://192.168.31.33:5000/tptv/GITV-JS-9?type=proxy
熊出没,http://192.168.31.33:5000/tptv/GITV-JS-10?type=proxy
超级飞侠,http://192.168.31.33:5000/tptv/GITV-JS-11?type=proxy
小猪佩奇,http://192.168.31.33:5000/tptv/GITV-JS-12?type=proxy
汪汪队立大功,http://192.168.31.33:5000/tptv/GITV-JS-13?type=proxy
高分电影,http://192.168.31.33:5000/tptv/GITV-JS-14?type=proxy
乡村爱情,http://192.168.31.33:5000/tptv/GITV-JS-15?type=proxy
热门综艺,http://192.168.31.33:5000/tptv/GITV-JS-16?type=proxy
美食美味,http://192.168.31.33:5000/tptv/GITV-JS-17?type=proxy
自然风景,http://192.168.31.33:5000/tptv/GITV-JS-18?type=proxy
动物世界,http://192.168.31.33:5000/tptv/GITV-JS-19?type=proxy
书籍解读,http://192.168.31.33:5000/tptv/GITV-JS-20?type=proxy
亲子玩具,http://192.168.31.33:5000/tptv/GITV-JS-21?type=proxy
广场舞,http://192.168.31.33:5000/tptv/GITV-JS-22?type=proxy
戏曲音乐,http://192.168.31.33:5000/tptv/GITV-JS-23?type=proxy
相声联欢,http://192.168.31.33:5000/tptv/GITV-JS-24?type=proxy
动漫星空,http://192.168.31.33:5000/tptv/GITV-JS-25?type=proxy
楚乔传,http://192.168.31.33:5000/tptv/GITV-JS-26?type=proxy
完美的她,http://192.168.31.33:5000/tptv/GITV-JS-27?type=proxy
哈尔滨一九四四,http://192.168.31.33:5000/tptv/GITV-JS-28?type=proxy
军事之旅,http://192.168.31.33:5000/tptv/GITV-JS-29?type=proxy
科幻世界,http://192.168.31.33:5000/tptv/GITV-JS-30?type=proxy
儿童天地,http://192.168.31.33:5000/tptv/GITV-JS-31?type=proxy
纪录片,http://192.168.31.33:5000/tptv/GITV-JS-32?type=proxy
音乐心情,http://192.168.31.33:5000/tptv/GITV-JS-33?type=proxy
掼蛋频道,http://192.168.31.33:5000/tptv/GITV-JS-34?type=proxy
体坛同期声,http://192.168.31.33:5000/tptv/GITV-JS-35?type=proxy
臻享推荐,http://192.168.31.33:5000/tptv/GITV-JS-36?type=proxy
怀旧MTV,http://192.168.31.33:5000/tptv/GITV-JS-37?type=proxy
南来北往,http://192.168.31.33:5000/tptv/GITV-JS-39?type=proxy
狗剩快跑,http://192.168.31.33:5000/tptv/GITV-JS-40?type=proxy
狂飙,http://192.168.31.33:5000/tptv/GITV-JS-41?type=proxy
人世间,http://192.168.31.33:5000/tptv/GITV-JS-42?type=proxy
大江大河,http://192.168.31.33:5000/tptv/GITV-JS-43?type=proxy
山海情,http://192.168.31.33:5000/tptv/GITV-JS-44?type=proxy
冰雪竞技场,http://192.168.31.33:5000/tptv/GITV-JS-45?type=proxy
邪恶与疯狂,http://192.168.31.33:5000/tptv/GITV-JS-46?type=proxy
来自星星的你,http://192.168.31.33:5000/tptv/GITV-JS-47?type=proxy
哦我的鬼神大人,http://192.168.31.33:5000/tptv/GITV-JS-48?type=proxy
太阳的后裔,http://192.168.31.33:5000/tptv/GITV-JS-49?type=proxy
请回答1988,http://192.168.31.33:5000/tptv/GITV-JS-50?type=proxy


央视频,#genre#
CCTV1,http://192.168.31.33:5000/ysp/cctv1
CCTV2,http://192.168.31.33:5000/ysp/cctv2
CCTV3,http://192.168.31.33:5000/ysp/cctv3
CCTV4,http://192.168.31.33:5000/ysp/cctv4
CCTV5,http://192.168.31.33:5000/ysp/cctv5
CCTV5+,http://192.168.31.33:5000/ysp/cctv5p
CCTV6,http://192.168.31.33:5000/ysp/cctv6
CCTV7,http://192.168.31.33:5000/ysp/cctv7
CCTV8,http://192.168.31.33:5000/ysp/cctv8
CCTV9,http://192.168.31.33:5000/ysp/cctv9
CCTV10,http://192.168.31.33:5000/ysp/cctv10
CCTV11,http://192.168.31.33:5000/ysp/cctv11
CCTV12,http://192.168.31.33:5000/ysp/cctv12
CCTV13,http://192.168.31.33:5000/ysp/cctv13
CCTV14,http://192.168.31.33:5000/ysp/cctv14
CCTV15,http://192.168.31.33:5000/ysp/cctv15
CCTV16,http://192.168.31.33:5000/ysp/cctv16
CCTV17,http://192.168.31.33:5000/ysp/cctv17
CCTV4K,http://192.168.31.33:5000/ysp/cctv4k
CCTV8K,http://192.168.31.33:5000/ysp/cctv8k
CCTV兵器科技,http://192.168.31.33:5000/ysp/cctv-bingqikeji
CCTV怀旧剧场,http://192.168.31.33:5000/ysp/cctv-huaijiujuchang
CCTV第一剧场,http://192.168.31.33:5000/ysp/cctv-diyijuchang
CCTV风云剧场,http://192.168.31.33:5000/ysp/cctv-fengyunjuchang
